Epoch,Training Loss,Validation Loss
1,2.297039512461412,2.2017357543231997
2,2.192944830643912,2.1825499553990557
3,2.1770366442422033,2.1749860435966553
4,2.160791731414873,2.1698582598833536
5,2.1560447140769416,2.1595870770089993
6,2.1432947444818655,2.1627040238884407
