Fold,Epoch,Training Loss,Validation Loss
1,1,0.032164783352514145,0.001710936768834485
1,2,0.0019242673918373563,0.0003443647041414673
1,3,0.0012317411408643358,0.0007968552086014839
1,4,0.0006590918358220202,0.00015931164201635258
1,5,0.00048031232143368305,0.0001793450571994518
1,6,0.0006285499993885821,0.0009257137153993606
1,7,0.0005860885415181259,0.00019877509123512443
1,8,0.0002067355298244085,0.00027481819434568453
1,9,0.0008261884264970982,0.0004751212418100508
