Fold,Epoch,Batch,Training Loss
1,1,20,0.23118023574352264
1,1,40,0.2140955775976181
1,1,60,0.25550177693367004
1,1,80,0.19803620874881744
1,1,100,0.158743217587471
1,1,120,0.17809562385082245
1,1,140,0.19070643186569214
1,1,160,0.1669425219297409
1,1,180,0.19230923056602478
1,1,200,0.14090228080749512
1,1,220,0.14469413459300995
1,1,240,0.12324661016464233
1,1,260,0.09495731443166733
1,1,280,0.09295772016048431
1,1,300,0.09426289796829224
1,1,320,0.08960681408643723
1,1,340,0.12548448145389557
1,1,360,0.08434108644723892
1,1,380,0.09283285588026047
1,1,400,0.08043387532234192
1,1,420,0.08469714969396591
1,1,440,0.08374206721782684
1,1,460,0.09001662582159042
1,1,480,0.1077384501695633
1,1,500,0.08709156513214111
1,1,520,0.0934939906001091
1,1,540,0.07591179758310318
1,1,560,0.05708293616771698
1,1,580,0.06027214974164963
1,1,600,0.0641465038061142
1,1,620,0.07459879666566849
1,1,640,0.07071169465780258
1,1,660,0.06574433296918869
1,1,680,0.08084113150835037
1,1,700,0.09726161509752274
1,1,720,0.05489683523774147
1,1,740,0.06235416606068611
1,1,760,0.059598229825496674
1,1,780,0.04716760665178299
1,1,800,0.040800999850034714
1,1,820,0.0611824095249176
1,1,840,0.05389920994639397
1,1,860,0.047072432935237885
1,1,880,0.06958087533712387
1,1,900,0.05640977993607521
1,1,920,0.048621766269207
1,1,940,0.041736703366041183
1,1,960,0.06041176989674568
1,1,980,0.03284597769379616
1,1,1000,0.0571322999894619
1,1,1020,0.08030035346746445
1,1,1040,0.03502470999956131
1,1,1060,0.034532543271780014
1,1,1080,0.046575866639614105
1,1,1100,0.07693611085414886
1,1,1120,0.04258974641561508
1,1,1140,0.03108810819685459
1,1,1160,0.049769967794418335
1,1,1180,0.0504433736205101
1,1,1200,0.04615643247961998
1,1,1220,0.044036492705345154
1,1,1240,0.05779867246747017
1,1,1260,0.056795135140419006
1,1,1280,0.04898824170231819
1,1,1300,0.05979162082076073
1,1,1320,0.08403678983449936
1,1,1340,0.08496606349945068
1,1,1360,0.049048878252506256
1,1,1380,0.027984648942947388
1,1,1400,0.023857932537794113
1,1,1420,0.02961110696196556
1,1,1440,0.04383610934019089
1,1,1460,0.06290023028850555
1,1,1480,0.08234407007694244
1,1,1500,0.04353070259094238
1,1,1520,0.03005356527864933
1,1,1540,0.02756565622985363
1,1,1560,0.017801159992814064
1,1,1580,0.03623170033097267
1,1,1600,0.031761638820171356
1,1,1620,0.04620363563299179
1,1,1640,0.031179247424006462
1,1,1660,0.023923750966787338
1,1,1680,0.024974437430500984
1,1,1700,0.025746461004018784
1,1,1720,0.042917102575302124
1,1,1740,0.04945262148976326
1,1,1760,0.04441715031862259
1,1,1780,0.022041426971554756
1,1,1800,0.044685762375593185
1,1,1820,0.028041500598192215
1,1,1840,0.021460020914673805
1,1,1860,0.05814985930919647
1,1,1880,0.057348355650901794
1,1,1900,0.028327232226729393
1,1,1920,0.01988888345658779
1,1,1940,0.029853448271751404
1,1,1960,0.03971618786454201
