epoch,accuracy
1,0.994899260392757
2,0.9992348890589136
3,0.998342259627646
4,0.9951542973731191
5,0.9989798520785514
6,0.9850803366488141
7,0.9993624075490947
8,0.9969395562356542
9,0.9850803366488141
10,0.9991073705687324
11,0.9984697781178271
12,0.9994899260392757
