Epoch,Batch,Training Loss
1,25,0.6812429428100586
1,50,0.6678330898284912
1,75,0.6567972898483276
1,100,0.6331961750984192
1,125,0.6124716401100159
1,150,0.5891549587249756
1,175,0.5607245564460754
1,200,0.5356508493423462
1,225,0.5049856305122375
1,250,0.4840223491191864
1,275,0.4660465717315674
1,300,0.43845057487487793
1,325,0.42443084716796875
1,350,0.3942386209964752
1,375,0.3743923008441925
1,400,0.36127328872680664
1,425,0.33774518966674805
1,450,0.3367687463760376
1,475,0.30838367342948914
2,25,0.2939974367618561
2,50,0.2835886776447296
2,75,0.26877301931381226
2,100,0.25495946407318115
2,125,0.24768833816051483
2,150,0.2530110776424408
2,175,0.22762833535671234
2,200,0.22398602962493896
2,225,0.22999458014965057
2,250,0.21341992914676666
2,275,0.20928160846233368
2,300,0.19705899059772491
2,325,0.1893908530473709
2,350,0.19074630737304688
2,375,0.1853976994752884
2,400,0.17624005675315857
2,425,0.1725454032421112
2,450,0.1738831102848053
2,475,0.1641903966665268
3,25,0.15953701734542847
3,50,0.15738749504089355
3,75,0.15895166993141174
3,100,0.15162722766399384
3,125,0.14714530110359192
3,150,0.14480942487716675
3,175,0.1453036218881607
3,200,0.13393183052539825
3,225,0.13358117640018463
3,250,0.1304890215396881
3,275,0.13400273025035858
3,300,0.13001900911331177
3,325,0.12975573539733887
3,350,0.1268712878227234
3,375,0.12674210965633392
3,400,0.11938206106424332
3,425,0.12759457528591156
3,450,0.11556974798440933
3,475,0.11728314310312271
4,25,0.11415111273527145
4,50,0.11274152249097824
4,75,0.10697771608829498
4,100,0.10918548703193665
4,125,0.10595215111970901
4,150,0.10117026418447495
4,175,0.10480649769306183
4,200,0.10869979858398438
4,225,0.0981178805232048
4,250,0.10086498409509659
4,275,0.09963811933994293
4,300,0.09656161069869995
4,325,0.0959949716925621
4,350,0.09874743968248367
4,375,0.08936160802841187
4,400,0.09053865075111389
4,425,0.0949062779545784
4,450,0.094600610435009
4,475,0.08891287446022034
5,25,0.08542433381080627
5,50,0.0871005728840828
5,75,0.09047023952007294
5,100,0.08729352802038193
5,125,0.07883801311254501
5,150,0.08429929614067078
5,175,0.0855010524392128
5,200,0.08413809537887573
5,225,0.08183976262807846
5,250,0.0776282325387001
5,275,0.08195972442626953
5,300,0.07481246441602707
5,325,0.07457398623228073
5,350,0.07566706091165543
5,375,0.07681131362915039
5,400,0.06925278902053833
5,425,0.07501571625471115
5,450,0.0687340795993805
5,475,0.07161051779985428
6,25,0.06251784414052963
6,50,0.0642046183347702
6,75,0.0685645192861557
6,100,0.06698045134544373
6,125,0.06388252973556519
6,150,0.061128128319978714
6,175,0.06936948001384735
6,200,0.0599212646484375
6,225,0.06341207772493362
6,250,0.06291541457176208
6,275,0.06281828135251999
6,300,0.05762939527630806
6,325,0.05589025095105171
6,350,0.05709833279252052
6,375,0.05523902177810669
6,400,0.053367193788290024
6,425,0.06172562763094902
6,450,0.052248936146497726
6,475,0.05604533106088638
7,25,0.055597417056560516
7,50,0.05355052649974823
7,75,0.05314233526587486
7,100,0.05142993852496147
7,125,0.046973492950201035
7,150,0.04581986367702484
7,175,0.04854433611035347
7,200,0.04688877984881401
7,225,0.04423400014638901
7,250,0.04264191538095474
7,275,0.04325294867157936
7,300,0.04779582843184471
7,325,0.044571567326784134
7,350,0.04022160917520523
7,375,0.04823374003171921
7,400,0.04342421144247055
7,425,0.042672134935855865
7,450,0.03934594616293907
7,475,0.04136403650045395
8,25,0.04311905428767204
8,50,0.04194561392068863
8,75,0.0448688380420208
8,100,0.036358170211315155
8,125,0.04115160554647446
8,150,0.03762626647949219
8,175,0.035000793635845184
8,200,0.03454945236444473
8,225,0.0357883982360363
8,250,0.03549410402774811
8,275,0.03434901311993599
8,300,0.03442967310547829
8,325,0.03679107502102852
8,350,0.034683708101511
8,375,0.034703973680734634
8,400,0.03457485884428024
8,425,0.035021375864744186
8,450,0.03463639318943024
8,475,0.03134389966726303
9,25,0.033081889152526855
9,50,0.032893113791942596
9,75,0.0287488866597414
9,100,0.029075680300593376
9,125,0.031236007809638977
9,150,0.03272014856338501
9,175,0.025203967466950417
9,200,0.025575093924999237
9,225,0.026676932349801064
9,250,0.029169393703341484
9,275,0.02494046650826931
9,300,0.027066856622695923
9,325,0.025867633521556854
9,350,0.027048643678426743
9,375,0.024024076759815216
9,400,0.02532905712723732
9,425,0.024834847077727318
9,450,0.0290827639400959
9,475,0.027220118790864944
10,25,0.026366110891103745
10,50,0.023969734087586403
10,75,0.021736815571784973
10,100,0.021265733987092972
10,125,0.021314045414328575
10,150,0.022581536322832108
10,175,0.021182335913181305
10,200,0.02412644401192665
10,225,0.017983784899115562
10,250,0.020639145746827126
10,275,0.01893114671111107
10,300,0.02311832644045353
10,325,0.019255224615335464
10,350,0.01995481364428997
10,375,0.026445621624588966
10,400,0.018865372985601425
10,425,0.019160794094204903
10,450,0.0193479023873806
10,475,0.01863403059542179
11,25,0.018015457317233086
11,50,0.01830829493701458
11,75,0.01827939599752426
11,100,0.01976124942302704
11,125,0.021437175571918488
11,150,0.013915840536355972
11,175,0.014606010168790817
11,200,0.016414981335401535
11,225,0.017917413264513016
11,250,0.017661716789007187
11,275,0.015848517417907715
11,300,0.016034968197345734
11,325,0.018178338184952736
11,350,0.014101574197411537
11,375,0.01947876811027527
11,400,0.015734029933810234
11,425,0.014977216720581055
11,450,0.017056919634342194
11,475,0.016333214938640594
12,25,0.01322423480451107
12,50,0.01480068452656269
12,75,0.014645599760115147
12,100,0.015365523286163807
12,125,0.013310850597918034
12,150,0.013497136533260345
12,175,0.012510890141129494
12,200,0.012865368276834488
12,225,0.013231554999947548
12,250,0.012230254709720612
12,275,0.010409795679152012
12,300,0.013567181304097176
12,325,0.012760148383677006
12,350,0.010070746764540672
12,375,0.011773932725191116
12,400,0.015135744586586952
12,425,0.012816701084375381
12,450,0.01200840063393116
12,475,0.01186123862862587
13,25,0.01150414440780878
13,50,0.010428661480545998
13,75,0.010838905349373817
13,100,0.010369655676186085
13,125,0.009012342430651188
13,150,0.008912136778235435
13,175,0.010184290818870068
13,200,0.010331491008400917
13,225,0.009554216638207436
13,250,0.010378038510680199
13,275,0.009650876745581627
13,300,0.01019415631890297
13,325,0.011284626089036465
13,350,0.009713901206851006
13,375,0.009512043558061123
13,400,0.008708914741873741
13,425,0.009211265482008457
13,450,0.009789438918232918
13,475,0.008067603223025799
14,25,0.007015868555754423
14,50,0.008425735868513584
14,75,0.008303350768983364
14,100,0.009155144914984703
14,125,0.008161908946931362
14,150,0.010516945272684097
14,175,0.008856098167598248
14,200,0.00867290236055851
14,225,0.008879349566996098
14,250,0.008581138215959072
14,275,0.00775453494861722
14,300,0.007192915305495262
14,325,0.006773990113288164
14,350,0.008605352602899075
14,375,0.0077049462124705315
14,400,0.007840368896722794
14,425,0.008369346149265766
14,450,0.008805638179183006
14,475,0.006623617373406887
15,25,0.007078773807734251
15,50,0.007602746598422527
15,75,0.007128152064979076
15,100,0.006847063545137644
15,125,0.00689619779586792
15,150,0.006867238320410252
15,175,0.006789032835513353
15,200,0.006475749425590038
15,225,0.007649262901395559
15,250,0.005690975580364466
15,275,0.005127268377691507
15,300,0.006756983697414398
15,325,0.006884143687784672
15,350,0.005255918484181166
15,375,0.005801520310342312
15,400,0.006651276722550392
15,425,0.0057527730241417885
15,450,0.005627460312098265
15,475,0.005602638702839613
16,25,0.005667455960065126
16,50,0.005511346738785505
16,75,0.004647098481655121
16,100,0.005376394372433424
16,125,0.005058533977717161
16,150,0.005344201810657978
16,175,0.004748633597046137
16,200,0.004888674709945917
16,225,0.006890238728374243
16,250,0.005058358423411846
16,275,0.005130589008331299
16,300,0.004903058521449566
16,325,0.00450129434466362
16,350,0.003979603759944439
16,375,0.0044541750103235245
16,400,0.0048188455402851105
16,425,0.004619493614882231
16,450,0.004992497153580189
16,475,0.0038915015757083893
17,25,0.004902136977761984
17,50,0.00578074436634779
17,75,0.004604536574333906
17,100,0.0043332637287676334
17,125,0.003535489784553647
17,150,0.0044294991530478
17,175,0.004107982851564884
17,200,0.003835749113932252
17,225,0.005180339328944683
17,250,0.005153379403054714
17,275,0.004323915578424931
17,300,0.004951684270054102
17,325,0.003703849855810404
17,350,0.004398834891617298
17,375,0.003883407451212406
17,400,0.0034440062008798122
17,425,0.003523784689605236
17,450,0.004076824057847261
17,475,0.003684667870402336
18,25,0.004481406882405281
18,50,0.002993697067722678
18,75,0.003170205745846033
18,100,0.004209213424474001
18,125,0.0031592193990945816
18,150,0.004036503378301859
18,175,0.0028001314494758844
18,200,0.003444889560341835
18,225,0.003362393006682396
18,250,0.0038326894864439964
18,275,0.0028759161941707134
18,300,0.0029759355820715427
18,325,0.002915936755016446
18,350,0.0035157110542058945
18,375,0.0033392373006790876
18,400,0.0027722243685275316
18,425,0.0034805501345545053
18,450,0.0025462808553129435
18,475,0.003296127775683999
19,25,0.00232943007722497
19,50,0.0031424418557435274
19,75,0.0029438796918839216
19,100,0.002781443763524294
19,125,0.0026723304763436317
19,150,0.003112207632511854
19,175,0.0026483736000955105
19,200,0.0032870271243155003
19,225,0.0023387179244309664
19,250,0.0024085065815597773
19,275,0.003335030283778906
19,300,0.002809072146192193
19,325,0.002748863771557808
19,350,0.0026764562353491783
19,375,0.002612037118524313
19,400,0.0021274739410728216
19,425,0.002842279151082039
19,450,0.0030554705299437046
19,475,0.0021905475296080112
20,25,0.002470875158905983
20,50,0.0026284484192728996
20,75,0.0021375473588705063
20,100,0.0028430891688913107
20,125,0.002234500367194414
20,150,0.002280860673636198
20,175,0.0018549010856077075
20,200,0.0019540630746632814
20,225,0.0022876346483826637
20,250,0.0027966946363449097
20,275,0.001906946999952197
20,300,0.002159327734261751
20,325,0.003795841010287404
20,350,0.0017952967900782824
20,375,0.0018966873176395893
20,400,0.002753910142928362
20,425,0.0018986158538609743
20,450,0.0021168405655771494
20,475,0.0026812779251486063
21,25,0.0019177006324753165
21,50,0.0017723427154123783
21,75,0.0017630246002227068
21,100,0.00203899247571826
21,125,0.0017689383821561933
21,150,0.0017734358552843332
21,175,0.0019290783675387502
21,200,0.001716093742288649
21,225,0.0016233058413490653
21,250,0.0014447502326220274
21,275,0.0021861791610717773
21,300,0.0017673361580818892
21,325,0.0016633591149002314
21,350,0.0016520393546670675
21,375,0.0017334680305793881
21,400,0.0015854346565902233
21,425,0.0014923203270882368
21,450,0.0012505160411819816
21,475,0.0015152182895690203
22,25,0.001612375257536769
22,50,0.0014653352554887533
22,75,0.001479119760915637
22,100,0.0014893554616719484
22,125,0.0015012172516435385
22,150,0.0014324976364150643
22,175,0.001240293961018324
22,200,0.0014091328484937549
22,225,0.0019682038109749556
22,250,0.0012994470307603478
22,275,0.0012310210149735212
22,300,0.0016894035506993532
22,325,0.0013587463181465864
22,350,0.0015962650068104267
22,375,0.001739867846481502
22,400,0.0012380593689158559
22,425,0.0018331297906115651
22,450,0.00145555823110044
22,475,0.0012842480791732669
23,25,0.0013817698927596211
23,50,0.0014325076481327415
23,75,0.0012124059721827507
23,100,0.001138585968874395
23,125,0.0013386033242568374
23,150,0.001174382632598281
23,175,0.0012737170327454805
23,200,0.0014047854347154498
23,225,0.0013859675964340568
23,250,0.0013510773424059153
23,275,0.0013789833756163716
23,300,0.0011076543014496565
23,325,0.0014412711607292295
23,350,0.0011995225213468075
23,375,0.0013153953477740288
23,400,0.001116627361625433
23,425,0.0009704382973723114
23,450,0.00087385019287467
23,475,0.0008882739930413663
24,25,0.0009742131223902106
24,50,0.0010968794813379645
24,75,0.0016974310856312513
24,100,0.0011870042653754354
24,125,0.0012349003227427602
24,150,0.0009971201652660966
24,175,0.0008937993552535772
24,200,0.0011127690086141229
24,225,0.0010497961193323135
24,250,0.0009938031435012817
24,275,0.000911540410015732
24,300,0.0012204853119328618
24,325,0.0007229290786199272
24,350,0.0009922253666445613
24,375,0.0014453193871304393
24,400,0.0009293695911765099
24,425,0.0008682069601491094
24,450,0.0010400121100246906
24,475,0.0009536062134429812
25,25,0.0007331284577958286
25,50,0.0008109767804853618
25,75,0.0008462413679808378
25,100,0.0008168142521753907
25,125,0.0011066064471378922
25,150,0.001099407789297402
25,175,0.0008009890443645418
25,200,0.0006479804287664592
25,225,0.0007409233949147165
25,250,0.0007681748829782009
25,275,0.0006344335270114243
25,300,0.0007931988802738488
25,325,0.0007910039857961237
25,350,0.000606717832852155
25,375,0.0007537621422670782
25,400,0.0007866829982958734
25,425,0.0012507083592936397
25,450,0.0006925733759999275
25,475,0.0008417236967943609
26,25,0.0006462603923864663
26,50,0.0008019166416488588
26,75,0.0007074426393955946
26,100,0.0006271856254898012
26,125,0.0007681198767386377
26,150,0.0008209685329347849
26,175,0.0009542199550196528
26,200,0.0007171662873588502
26,225,0.0007309518405236304
26,250,0.0005424044211395085
26,275,0.0006700365338474512
26,300,0.000663655751850456
26,325,0.0005983953597024083
26,350,0.0006791910855099559
26,375,0.0005373784224502742
26,400,0.0006718910299241543
26,425,0.0006188425468280911
26,450,0.0008511181804351509
26,475,0.0008346816175617278
27,25,0.0006381665007211268
27,50,0.0006322137778624892
27,75,0.0009479407453909516
27,100,0.000827773183118552
27,125,0.000677825475577265
27,150,0.0003910373488906771
27,175,0.0004871962300967425
27,200,0.0005666352808475494
27,225,0.0005523557774722576
27,250,0.000688124040607363
27,275,0.00042016248335130513
27,300,0.0005387593409977853
27,325,0.0010148878209292889
27,350,0.0005978015251457691
27,375,0.0004114856128580868
27,400,0.0006634217570535839
27,425,0.00042744577513076365
27,450,0.0007350359810516238
27,475,0.0005844804691150784
28,25,0.000519830035045743
28,50,0.0005011257017031312
28,75,0.0005256610456854105
28,100,0.00041823869105428457
28,125,0.0005654253764078021
28,150,0.0004779739829245955
28,175,0.0004574610211420804
28,200,0.0004199836403131485
28,225,0.0004740291042253375
28,250,0.0004641521954908967
28,275,0.0004465178062673658
28,300,0.0004238035762682557
28,325,0.0005648644873872399
28,350,0.00039141892921179533
28,375,0.0003976583539042622
28,400,0.0005772949662059546
28,425,0.00046019471483305097
28,450,0.0003548838722053915
28,475,0.0004337008867878467
29,25,0.0006149786058813334
29,50,0.00038404588121920824
29,75,0.000426940358011052
29,100,0.00042439988465048373
29,125,0.0004151464381720871
29,150,0.00042645001667551696
29,175,0.0004778926377184689
29,200,0.0004385387001093477
29,225,0.00033127807546406984
29,250,0.0003671535523608327
29,275,0.0004231823259033263
29,300,0.00043419544817879796
29,325,0.00041744945337995887
29,350,0.0005046209553256631
29,375,0.0003217585326638073
29,400,0.0009215463069267571
29,425,0.00036641163751482964
29,450,0.00037317367969080806
29,475,0.0003978775639552623
30,25,0.00040875800186768174
30,50,0.000330469076288864
30,75,0.0006434786482714117
30,100,0.00035428194678388536
30,125,0.00043888966320082545
30,150,0.0004775092820636928
30,175,0.00039025803562253714
30,200,0.000560261367354542
30,225,0.0003639108326751739
30,250,0.00039100824506022036
30,275,0.000309114926494658
30,300,0.00038640282582491636
30,325,0.0003621355863288045
30,350,0.0004294717509765178
30,375,0.0003708053845912218
30,400,0.00023295171558856964
30,425,0.00033796243951655924
30,450,0.00035856032627634704
30,475,0.0002906055888161063
31,25,0.00030623763450421393
31,50,0.0002848300209734589
31,75,0.0002995916875079274
31,100,0.00028359031421132386
31,125,0.00029909529257565737
31,150,0.00022527640976477414
31,175,0.00029431533766910434
31,200,0.00026290060486644506
31,225,0.00031693076016381383
31,250,0.0003160779888276011
31,275,0.0003155765007250011
31,300,0.0006096856668591499
31,325,0.0002890651230700314
31,350,0.0002450471802148968
31,375,0.0003391359350644052
31,400,0.0012161320773884654
31,425,0.0002584881440270692
31,450,0.000266678020125255
31,475,0.00031390966614708304
32,25,0.0002209117083111778
32,50,0.00021961664606351405
32,75,0.00022718278341926634
32,100,0.00022998452186584473
32,125,0.00028820172883570194
32,150,0.00023307796800509095
32,175,0.0002320464700460434
32,200,0.00027355345082469285
32,225,0.0004763391916640103
32,250,0.00031525985104963183
32,275,0.00035886408295482397
32,300,0.0002612269890960306
32,325,0.00024379546812269837
32,350,0.00031400841544382274
32,375,0.0002678539603948593
32,400,0.0002695205621421337
32,425,0.0002358506462769583
32,450,0.00024241958453785628
32,475,0.0002322279615327716
33,25,0.0003758024249691516
33,50,0.0002575164835434407
33,75,0.0001896494795801118
33,100,0.0001945537223946303
33,125,0.00022061160416342318
33,150,0.0002794788160827011
33,175,0.0001999895175686106
33,200,0.0002936750533990562
33,225,0.00020334163855295628
33,250,0.0001814871357055381
33,275,0.0002023493143497035
33,300,0.00023949584283400327
33,325,0.00019009996321983635
33,350,0.0002197957510361448
33,375,0.00021558298612944782
33,400,0.00018034908862318844
33,425,0.00019231160695198923
33,450,0.00021648735855706036
33,475,0.00017248991935048252
34,25,0.00017804214439820498
34,50,0.00019780005095526576
34,75,0.00021769128215964884
34,100,0.00024328584549948573
34,125,0.0002380412770435214
34,150,0.00018246450053993613
34,175,0.0001797837030608207
34,200,0.00017657970602158457
34,225,0.00022381868620868772
34,250,0.00016708495968487114
34,275,0.00018094884580932558
34,300,0.0002044765860773623
34,325,0.00021891944925300777
34,350,0.00036663355422206223
34,375,0.0002552846272010356
34,400,0.0001488683046773076
34,425,0.0007286196341738105
34,450,0.0004955493495799601
34,475,0.00013365923950914294
35,25,0.00021522821043618023
35,50,0.000196842520381324
35,75,0.00018428251496516168
35,100,0.00014780090714339167
35,125,0.00020003899408038706
35,150,0.00016582466196268797
35,175,0.000155581597937271
35,200,0.0001701277942629531
35,225,0.00017867279530037194
35,250,0.0002645655767992139
35,275,0.00014792635920457542
35,300,0.00016010936815291643
35,325,0.00018497422570362687
35,350,0.0001332442625425756
35,375,0.0001510566216893494
35,400,0.00013881921768188477
35,425,0.00011962075950577855
35,450,0.00015871142386458814
35,475,0.00013475248124450445
36,25,0.00018733864999376237
36,50,0.0001582667464390397
36,75,0.00013039815530646592
36,100,0.00013712375948671252
36,125,0.000165845500305295
36,150,0.00012886564945802093
36,175,0.00019264243019279093
36,200,0.00023433921160176396
36,225,0.00011724200157914311
36,250,0.00016172864707186818
36,275,0.00014272614498622715
36,300,0.00012503484322223812
36,325,0.0002270278928335756
36,350,0.00012565944052767009
36,375,0.00013696070527657866
36,400,0.0001663567963987589
36,425,0.0001409152173437178
36,450,0.00015073386020958424
36,475,0.00013384930207394063
37,25,0.0001305992336710915
37,50,0.00013743730960413814
37,75,0.00012861494906246662
37,100,0.00011927526065846905
37,125,0.00016243757272604853
37,150,0.00010741271398728713
37,175,0.00020606914767995477
37,200,0.00012000716378679499
37,225,0.00011832013842649758
37,250,0.00016717167454771698
37,275,0.00010927604307653382
37,300,0.00011077609815401956
37,325,0.0001475053431931883
37,350,0.0002205221535405144
37,375,0.00010215942893410102
37,400,0.00012862052244599909
37,425,0.00010393315460532904
37,450,0.00016950057761278003
37,475,0.00016280796262435615
38,25,0.0001043939046212472
38,50,0.00015382518176920712
38,75,9.666542609920725e-05
38,100,0.0001228523615282029
38,125,0.00017427715647500008
38,150,0.00014586489123757929
38,175,0.00020911064348183572
38,200,0.00011829401773866266
38,225,0.00010741021105786785
38,250,9.309178858529776e-05
