Fold,Epoch,Batch,Training Loss
1,1,20,0.2001253217458725
1,1,40,0.1787092536687851
1,1,60,0.15219835937023163
1,1,80,0.16056101024150848
1,1,100,0.13029955327510834
1,1,120,0.15712077915668488
1,1,140,0.11156395077705383
1,1,160,0.12537570297718048
1,1,180,0.13193713128566742
1,1,200,0.1228560283780098
1,1,220,0.11160502582788467
1,1,240,0.08951997756958008
1,1,260,0.10983221232891083
1,1,280,0.09967967867851257
1,1,300,0.10212975740432739
1,1,320,0.0867786705493927
1,1,340,0.10543607175350189
1,1,360,0.11701458692550659
1,1,380,0.09401655942201614
1,1,400,0.09480569511651993
1,1,420,0.1077830046415329
1,1,440,0.09861603379249573
1,1,460,0.07775755971670151
1,1,480,0.08964845538139343
1,1,500,0.09526897966861725
1,1,520,0.06674035638570786
1,1,540,0.0490824356675148
1,1,560,0.06051020324230194
1,1,580,0.09068385511636734
1,1,600,0.08940397202968597
1,1,620,0.07083714008331299
1,1,640,0.055670760571956635
1,1,660,0.057411957532167435
1,1,680,0.09283770620822906
1,1,700,0.07530151307582855
1,1,720,0.058851346373558044
1,1,740,0.04423566162586212
1,1,760,0.07379665225744247
1,1,780,0.06951595842838287
1,1,800,0.0642261952161789
1,1,820,0.052174162119627
1,1,840,0.03235519304871559
1,1,860,0.05558307096362114
1,1,880,0.0521501787006855
1,1,900,0.039381422102451324
1,1,920,0.03649698942899704
1,1,940,0.04715912789106369
1,1,960,0.054090794175863266
1,1,980,0.03548711538314819
1,1,1000,0.04939853399991989
1,1,1020,0.030494503676891327
1,1,1040,0.01976948045194149
1,1,1060,0.02814376913011074
1,1,1080,0.04402559623122215
1,1,1100,0.04387681931257248
1,1,1120,0.033992111682891846
1,1,1140,0.05411161482334137
1,1,1160,0.020936133340001106
1,1,1180,0.022905690595507622
1,1,1200,0.023882655426859856
1,1,1220,0.03531264886260033
1,1,1240,0.022014230489730835
1,1,1260,0.034516844898462296
1,1,1280,0.013539186678826809
1,1,1300,0.03583146631717682
1,1,1320,0.056768983602523804
1,1,1340,0.05296188220381737
1,1,1360,0.015500565059483051
1,1,1380,0.02401094324886799
1,1,1400,0.029468439519405365
1,1,1420,0.007470575626939535
1,1,1440,0.014160390011966228
1,1,1460,0.018977368250489235
1,1,1480,0.022023536264896393
1,1,1500,0.026275096461176872
1,1,1520,0.03355640172958374
1,1,1540,0.03928961232304573
1,1,1560,0.031074732542037964
1,1,1580,0.04129448160529137
1,1,1600,0.02601967379450798
1,1,1620,0.05808413773775101
1,1,1640,0.018210330978035927
1,1,1660,0.04072324559092522
1,1,1680,0.01945985108613968
1,1,1700,0.03668934106826782
1,1,1720,0.027273284271359444
1,1,1740,0.024210860952734947
1,1,1760,0.02476057969033718
1,1,1780,0.015682440251111984
1,1,1800,0.019858764484524727
1,1,1820,0.031158747151494026
1,1,1840,0.009015658870339394
1,1,1860,0.006675682961940765
1,1,1880,0.01392889954149723
1,1,1900,0.019081594422459602
1,1,1920,0.02731235697865486
1,1,1940,0.012006115168333054
1,1,1960,0.003500942839309573
