Epoch,Training Loss,Validation Loss
1,0.0003235536929060631,0.016209158718601527
2,0.00031848146464929833,0.016785886286562916
3,0.00029902403335828646,0.016459317044998572
4,0.00030697236509041485,0.016338938833822744
5,0.00032175146422658095,0.016536120391224617
6,0.0003083708398271724,0.015537848575855759
7,0.0004892160209339651,0.016118303130171877
8,0.00030408441534838707,0.015876139093248136
