epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
1,0.929864830400408,0.9517980107115531,0.8715888803876563,0.946442234123948,0.9265493496557001,0.9361132364192808,0.9707982657485336,0.9706707472583525,0.946442234123948,0.9801071155317521,0.9172404998724815,0.9273144605967866,0.9586840091813313,0.9433817903596021,0.9426166794185157,0.9640397857689365,0.9495026778882938,0.9418515684774292,0.8859984697781178,0.9319051262433052,0.9801071155317521,0.9801071155317521,0.9885233358837031,0.9862280030604438,0.9801071155317521,0.9617444529456771,0.9693955623565417,0.9846977811782709,0.9931140015302219,0.9931140015302219,0.990053557765876,0.9709257842387146,0.9663351185921959,0.9716908951798011,0.9946442234123948,0.9908186687069626,0.991583779648049,0.9724560061208876,0.9839326702371843,0.9540933435348126,0.9472073450650345,0.9923488905891354,0.9908186687069626
2,0.9927314460596787,0.9683754144350931,0.9881407804131599,0.9920938536087732,0.9980872226472839,0.9813823004335629,0.9973221117061974,0.9985972966080081,0.9963019637847488,0.9802346340219332,0.9901810762560571,0.9273144605967866,0.9586840091813313,0.9433817903596021,0.9426166794185157,0.9640397857689365,0.9495026778882938,0.9418515684774292,0.9455496046926805,0.9396837541443509,0.9804896710022953,0.9801071155317521,0.9885233358837031,0.9862280030604438,0.9801071155317521,0.9617444529456771,0.9693955623565417,0.9846977811782709,0.9931140015302219,0.9931140015302219,0.990053557765876,0.9709257842387146,0.9663351185921959,0.9716908951798011,0.9946442234123948,0.9908186687069626,0.991583779648049,0.9724560061208876,0.9839326702371843,0.9542208620249937,0.9474623820453966,0.9923488905891354,0.9908186687069626
3,0.9961744452945677,0.9993624075490947,0.9988523335883703,0.9998724815098189,0.9993624075490947,0.9927314460596787,0.9985972966080081,0.9997449630196379,0.9998724815098189,0.9984697781178271,0.9960469268043867,0.9538383065544503,0.9586840091813313,0.9433817903596021,0.9426166794185157,0.9640397857689365,0.9495026778882938,0.9421066054577913,0.9683754144350931,0.9709257842387146,0.9984697781178271,0.9801071155317521,0.9885233358837031,0.9862280030604438,0.9801071155317521,0.9617444529456771,0.9693955623565417,0.9846977811782709,0.9931140015302219,0.9931140015302219,0.990053557765876,0.9716908951798011,0.9663351185921959,0.9992348890589136,0.9946442234123948,0.9908186687069626,0.991583779648049,0.9724560061208876,0.9839326702371843,0.9705432287681713,0.9674827850038256,0.9923488905891354,0.9908186687069626
4,0.9993624075490947,0.9996174445294568,0.9998724815098189,0.9998724815098189,0.9996174445294568,0.9993624075490947,0.9997449630196379,1.0,0.9998724815098189,0.9994899260392757,0.9988523335883703,0.9868655955113491,0.9720734506503443,0.9560061208875287,0.9426166794185157,0.9640397857689365,0.9526906401428207,0.9597041571027799,0.9741137464932416,0.9868655955113491,0.9996174445294568,0.9801071155317521,0.9885233358837031,0.9862280030604438,0.9801071155317521,0.9621270084162203,0.9752614129048712,0.9846977811782709,0.9931140015302219,0.9931140015302219,0.990053557765876,0.9980872226472839,0.9716908951798011,0.9997449630196379,0.9946442234123948,0.9908186687069626,0.991583779648049,0.9724560061208876,0.9839326702371843,0.9928589645498598,0.9885233358837031,0.9923488905891354,0.9908186687069626
5,0.9998724815098189,0.9997449630196379,0.9998724815098189,0.9998724815098189,0.9996174445294568,0.9996174445294568,0.9997449630196379,1.0,0.9998724815098189,0.9997449630196379,0.9994899260392757,0.995026778882938,0.9859729660800816,0.9654424891609283,0.9618719714358582,0.9644223412394797,0.9840601887273654,0.9770466717674062,0.9818923743942872,0.9924764090793164,0.9997449630196379,0.9804896710022953,0.9885233358837031,0.9871206324917113,0.9869931140015302,0.9878857434327978,0.9959194083142056,0.9846977811782709,0.9931140015302219,0.9931140015302219,0.990053557765876,0.9994899260392757,0.990053557765876,0.9998724815098189,0.9946442234123948,0.9908186687069626,0.991583779648049,0.9848252996684519,0.9839326702371843,0.996684519255292,0.9926039275694976,0.9923488905891354,0.9913287426676868
6,0.9997449630196379,0.9997449630196379,1.0,0.9998724815098189,0.9997449630196379,0.9994899260392757,0.9998724815098189,1.0,0.9998724815098189,0.9997449630196379,0.9994899260392757,0.9978321856669217,0.9894159653149707,0.9806171894924764,0.9795970415710278,0.9846977811782709,0.9940066309614894,0.9853353736291762,0.9924764090793164,0.9980872226472839,0.9997449630196379,0.9954093343534812,0.9895434838051518,0.9957918898240244,0.9947717419025759,0.9959194083142056,0.998342259627646,0.9969395562356542,0.9931140015302219,0.9931140015302219,0.990053557765876,0.9998724815098189,0.9960469268043867,0.9997449630196379,0.9946442234123948,0.9908186687069626,0.991583779648049,0.9896710022953328,0.9840601887273654,0.9993624075490947,0.9936240754909462,0.9923488905891354,0.9991073705687324
7,0.9998724815098189,1.0,1.0,0.9998724815098189,0.9998724815098189,0.9997449630196379,1.0,0.9998724815098189,0.9998724815098189,1.0,0.9996174445294568,0.9977046671767407,0.9952818158633002,0.9903085947462382,0.9897985207855139,0.9937515939811272,0.9969395562356542,0.99171129813823,0.9970670747258352,0.9993624075490947,1.0,0.9987248150981892,0.9974496301963784,0.9969395562356542,0.9974496301963784,0.9988523335883703,0.9994899260392757,0.9988523335883703,0.9931140015302219,0.9945167049222137,0.9946442234123948,1.0,0.9980872226472839,0.9998724815098189,0.9946442234123948,0.9908186687069626,0.9920938536087732,0.989926039275695,0.986610558530987,0.9997449630196379,0.9973221117061974,0.9946442234123948,0.9993624075490947
8,0.9998724815098189,1.0,1.0,0.9998724815098189,0.9998724815098189,0.9998724815098189,1.0,0.9998724815098189,0.9998724815098189,0.9998724815098189,1.0,0.9982147411374649,0.9973221117061974,0.9929864830400408,0.9938791124713083,0.9963019637847488,0.998342259627646,0.9957918898240244,0.9982147411374649,0.9996174445294568,0.9998724815098189,0.9994899260392757,0.9987248150981892,0.9985972966080081,0.9987248150981892,0.9996174445294568,0.9998724815098189,0.9993624075490947,0.9977046671767407,0.9987248150981892,0.9998724815098189,0.9998724815098189,0.9993624075490947,0.9998724815098189,0.995026778882938,0.9942616679418516,0.9992348890589136,0.9961744452945677,0.9926039275694976,0.9998724815098189,0.9993624075490947,0.9997449630196379,0.9994899260392757
9,0.9998724815098189,1.0,1.0,0.9998724815098189,0.9998724815098189,0.9998724815098189,1.0,0.9998724815098189,0.9998724815098189,1.0,1.0,0.9980872226472839,0.9982147411374649,0.9960469268043867,0.9960469268043867,0.9977046671767407,0.9984697781178271,0.9970670747258352,0.9988523335883703,0.9998724815098189,1.0,0.9997449630196379,0.9996174445294568,0.9985972966080081,0.9994899260392757,0.9996174445294568,0.9997449630196379,0.9997449630196379,0.9993624075490947,0.9994899260392757,1.0,1.0,0.9997449630196379,1.0,0.9982147411374649,0.996684519255292,0.9994899260392757,0.9991073705687324,0.9985972966080081,0.9998724815098189,0.9998724815098189,0.9998724815098189,0.9996174445294568
10,0.9998724815098189,1.0,1.0,0.9998724815098189,0.9998724815098189,0.9998724815098189,1.0,0.9998724815098189,0.9998724815098189,1.0,1.0,0.9989798520785514,0.9987248150981892,0.9971945932160163,0.9968120377454731,0.9984697781178271,0.9982147411374649,0.9974496301963784,0.9991073705687324,0.9998724815098189,1.0,1.0,0.9997449630196379,0.9992348890589136,0.9997449630196379,0.9998724815098189,0.9998724815098189,0.9997449630196379,0.9998724815098189,0.9998724815098189,1.0,1.0,0.9997449630196379,1.0,0.9992348890589136,0.9974496301963784,0.9998724815098189,0.9993624075490947,0.9991073705687324,1.0,0.9998724815098189,1.0,0.9997449630196379
