Fold,Epoch,Training Loss,Validation Loss
1,0,0.06616030011230141,0.021222846964260376
1,1,0.01890361795318491,0.00953346669143175
1,2,0.010634117512923345,0.009776169396639335
1,3,0.007662351562390209,0.005226741313368313
1,4,0.006008642186956633,0.003203960581824259
