precision,recall,f1-score,support,epoch
1.0,1.0,1.0,42.0,1
0.9977477477477478,0.9977477477477478,0.9977477477477478,444.0,1
0.9977728285077951,0.9955555555555555,0.996662958843159,450.0,1
0.9964664310954063,1.0,0.9982300884955753,282.0,1
0.9899749373433584,0.9974747474747475,0.9937106918238994,396.0,1
1.0,0.9811827956989247,0.9905020352781547,372.0,1
1.0,1.0,1.0,84.0,1
0.993103448275862,1.0,0.9965397923875432,288.0,1
1.0,0.9822695035460993,0.9910554561717353,282.0,1
0.7486187845303868,0.9217687074829932,0.8262195121951219,294.0,1
0.9501187648456056,0.9950248756218906,0.9720534629404617,402.0,1
1.0,0.9924242424242424,0.9961977186311787,264.0,1
1.0,0.9952380952380953,0.9976133651551312,420.0,1
0.927038626609442,1.0,0.9621380846325167,432.0,1
1.0,1.0,1.0,156.0,1
0.8231292517006803,0.9603174603174603,0.8864468864468864,126.0,1
0.0,0.0,0.0,84.0,1
1.0,1.0,1.0,222.0,1
0.9957264957264957,0.9708333333333333,0.9831223628691983,240.0,1
0.9767441860465116,1.0,0.9882352941176471,42.0,1
1.0,0.9861111111111112,0.993006993006993,72.0,1
1.0,1.0,1.0,66.0,1
1.0,0.9615384615384616,0.9803921568627451,78.0,1
1.0,0.9901960784313726,0.9950738916256158,102.0,1
1.0,1.0,1.0,54.0,1
1.0,0.9833333333333333,0.9915966386554622,300.0,1
1.0,0.9833333333333333,0.9915966386554622,120.0,1
1.0,0.9791666666666666,0.9894736842105263,48.0,1
1.0,1.0,1.0,108.0,1
1.0,0.9814814814814815,0.9906542056074766,54.0,1
1.0,0.9333333333333333,0.9655172413793104,90.0,1
1.0,0.8846153846153846,0.9387755102040817,156.0,1
0.8727272727272727,1.0,0.9320388349514563,48.0,1
1.0,1.0,1.0,138.0,1
1.0,1.0,1.0,84.0,1
1.0,0.9958333333333333,0.9979123173277662,240.0,1
0.9873417721518988,1.0,0.9936305732484076,78.0,1
1.0,1.0,1.0,42.0,1
0.9975609756097561,0.9879227053140096,0.9927184466019418,414.0,1
1.0,1.0,1.0,60.0,1
1.0,1.0,1.0,72.0,1
1.0,0.8541666666666666,0.9213483146067416,48.0,1
1.0,1.0,1.0,48.0,1
0.9755164498852333,0.9755164498852333,0.9755164498852333,0.9755164498852333,1
0.9593970121608888,0.9607178826418505,0.959307230341394,7842.0,1
0.9680149501693155,0.9755164498852333,0.9710707126948609,7842.0,1
1.0,1.0,1.0,42.0,2
1.0,0.9977477477477478,0.9988726042841037,444.0,2
0.9977728285077951,0.9955555555555555,0.996662958843159,450.0,2
0.9964664310954063,1.0,0.9982300884955753,282.0,2
1.0,0.9949494949494949,0.9974683544303797,396.0,2
0.9919137466307277,0.989247311827957,0.990578734858681,372.0,2
1.0,1.0,1.0,84.0,2
0.993103448275862,1.0,0.9965397923875432,288.0,2
1.0,0.9822695035460993,0.9910554561717353,282.0,2
0.7486187845303868,0.9217687074829932,0.8262195121951219,294.0,2
0.9501187648456056,0.9950248756218906,0.9720534629404617,402.0,2
1.0,0.9924242424242424,0.9961977186311787,264.0,2
1.0,0.9952380952380953,0.9976133651551312,420.0,2
0.927038626609442,1.0,0.9621380846325167,432.0,2
1.0,1.0,1.0,156.0,2
0.8120805369127517,0.9603174603174603,0.88,126.0,2
0.0,0.0,0.0,84.0,2
1.0,1.0,1.0,222.0,2
0.9957264957264957,0.9708333333333333,0.9831223628691983,240.0,2
0.9767441860465116,1.0,0.9882352941176471,42.0,2
1.0,0.9861111111111112,0.993006993006993,72.0,2
1.0,1.0,1.0,66.0,2
1.0,0.9615384615384616,0.9803921568627451,78.0,2
1.0,0.9901960784313726,0.9950738916256158,102.0,2
1.0,1.0,1.0,54.0,2
1.0,0.9833333333333333,0.9915966386554622,300.0,2
1.0,0.9833333333333333,0.9915966386554622,120.0,2
1.0,0.9791666666666666,0.9894736842105263,48.0,2
1.0,1.0,1.0,108.0,2
1.0,0.9814814814814815,0.9906542056074766,54.0,2
1.0,0.9333333333333333,0.9655172413793104,90.0,2
1.0,0.8846153846153846,0.9387755102040817,156.0,2
0.8727272727272727,1.0,0.9320388349514563,48.0,2
1.0,1.0,1.0,138.0,2
1.0,1.0,1.0,84.0,2
1.0,0.9958333333333333,0.9979123173277662,240.0,2
0.9873417721518988,1.0,0.9936305732484076,78.0,2
1.0,1.0,1.0,42.0,2
1.0,0.9855072463768116,0.9927007299270073,414.0,2
1.0,1.0,1.0,60.0,2
1.0,1.0,1.0,72.0,2
1.0,0.8541666666666666,0.9213483146067416,48.0,2
1.0,1.0,1.0,48.0,2
0.9756439683754144,0.9756439683754144,0.9756439683754144,0.9756439683754144,2
0.9592942533502362,0.9607905292620037,0.9592722214018949,7842.0,2
0.9682163600893541,0.9756439683754144,0.9712232707849572,7842.0,2
1.0,1.0,1.0,42.0,3
1.0,0.9977477477477478,0.9988726042841037,444.0,3
1.0,0.9955555555555555,0.9977728285077951,450.0,3
0.9964664310954063,1.0,0.9982300884955753,282.0,3
1.0,0.9949494949494949,0.9974683544303797,396.0,3
0.9919571045576407,0.9946236559139785,0.9932885906040269,372.0,3
1.0,1.0,1.0,84.0,3
0.9965397923875432,1.0,0.9982668977469671,288.0,3
1.0,0.9822695035460993,0.9910554561717353,282.0,3
0.7486187845303868,0.9217687074829932,0.8262195121951219,294.0,3
0.9501187648456056,0.9950248756218906,0.9720534629404617,402.0,3
1.0,0.9924242424242424,0.9961977186311787,264.0,3
1.0,0.9976190476190476,0.99880810488677,420.0,3
0.927038626609442,1.0,0.9621380846325167,432.0,3
