epoch,accuracy
1,0.42514664626370824
2,0.8967100229533282
3,0.9878857434327978
4,0.9977046671767407
5,0.9982147411374649
6,0.9984697781178271
7,0.9988523335883703
8,0.9989798520785514
9,0.9993624075490947
10,0.9996174445294568
11,0.9993624075490947
12,0.9994899260392757
13,0.9992348890589136
14,0.9993624075490947
15,0.9991073705687324
16,0.9992348890589136
17,0.9996174445294568
18,0.9993624075490947
