Fold,Epoch,Batch,Training Loss
1,1,20,0.09482555836439133
1,1,40,0.11353965103626251
1,1,60,0.07612547278404236
1,1,80,0.08109550923109055
1,1,100,0.06282200664281845
1,1,120,0.05731698125600815
1,1,140,0.07383092492818832
1,1,160,0.030043551698327065
1,1,180,0.04501141607761383
1,1,200,0.03474075347185135
1,1,220,0.024265335872769356
1,1,240,0.01925157569348812
1,1,260,0.025715699419379234
1,1,280,0.02690311335027218
1,1,300,0.01445865910500288
1,1,320,0.02360011450946331
1,1,340,0.019438840448856354
1,1,360,0.06563125550746918
1,1,380,0.018197964876890182
1,1,400,0.034030426293611526
1,1,420,0.02133660577237606
1,1,440,0.01439528726041317
1,1,460,0.01758449897170067
1,1,480,0.020662028342485428
1,1,500,0.008335999213159084
1,1,520,0.001880087424069643
1,1,540,0.00675827544182539
1,1,560,0.01211706455796957
1,1,580,0.02646952122449875
1,1,600,0.013005458749830723
1,1,620,0.01813889667391777
1,1,640,0.005330572836101055
1,1,660,0.015125180594623089
1,1,680,0.006332238204777241
1,1,700,0.02362927235662937
1,1,720,0.03009837120771408
1,1,740,0.0038106476422399282
1,1,760,0.019751302897930145
1,1,780,0.020926661789417267
1,1,800,0.009972402825951576
1,1,820,0.01802537404000759
1,1,840,0.0052589355036616325
1,1,860,0.003502372419461608
1,1,880,0.002776072360575199
1,1,900,0.028157426044344902
1,1,920,0.0009025429608300328
1,1,940,0.002939848927780986
1,1,960,0.0018144012428820133
1,1,980,0.010254627093672752
1,1,1000,0.005483147222548723
1,1,1020,0.001515521202236414
1,1,1040,0.002436123788356781
1,1,1060,0.001535702613182366
1,1,1080,0.00199528387747705
1,1,1100,0.005165708716958761
1,1,1120,0.016987832263112068
1,1,1140,0.012889998964965343
1,1,1160,0.015136630274355412
1,1,1180,0.001988108502700925
1,1,1200,0.021061789244413376
1,1,1220,0.012791098095476627
1,1,1240,0.009545162320137024
1,1,1260,0.004054988734424114
1,1,1280,0.003696988569572568
1,1,1300,0.001894316403195262
1,1,1320,0.011042254976928234
1,1,1340,0.0008096430101431906
1,1,1360,0.0009488919167779386
1,1,1380,0.0012985786888748407
1,1,1400,0.0008912979392334819
1,1,1420,0.0007450032280758023
1,1,1440,0.0011089065810665488
1,1,1460,0.0006621459033340216
1,1,1480,0.0044943466782569885
1,1,1500,0.0028604057151824236
1,1,1520,0.0021624695509672165
1,1,1540,0.0037071763072162867
1,1,1560,0.010630879551172256
1,1,1580,0.001329886494204402
1,1,1600,0.00833661574870348
1,1,1620,0.0006494275876320899
1,1,1640,0.002542125293985009
1,1,1660,0.0005621122545562685
1,1,1680,0.002560119144618511
1,1,1700,0.0004951799637638032
1,1,1720,0.018723739311099052
1,1,1740,0.0027159436140209436
1,1,1760,0.002922331215813756
1,1,1780,0.0003315387584734708
1,1,1800,0.0015566868241876364
1,1,1820,0.0006453751702792943
1,1,1840,0.0010533189633861184
1,1,1860,0.0009659366915002465
1,1,1880,0.004578591790050268
1,1,1900,0.007386030163615942
1,1,1920,0.00018708461720962077
1,1,1940,0.0044844322837889194
1,1,1960,0.0006981860497035086
