Fold,Epoch,Batch,Training Loss
1,0,20,0.1957722157239914
1,0,40,0.1707078367471695
1,0,60,0.17458286881446838
1,0,80,0.16018983721733093
1,0,100,0.2001657485961914
1,0,120,0.14160749316215515
1,0,140,0.1767730861902237
1,0,160,0.14622262120246887
1,0,180,0.1142297089099884
1,0,200,0.10051972419023514
1,0,220,0.11781971901655197
1,0,240,0.10579559206962585
1,0,260,0.09844347089529037
1,0,280,0.14092709124088287
1,0,300,0.08145241439342499
1,0,320,0.060313645750284195
1,0,340,0.0688576027750969
1,0,360,0.06775074452161789
1,0,380,0.06888995319604874
1,0,400,0.06244562193751335
1,0,420,0.07530248165130615
1,0,440,0.0792653039097786
1,0,460,0.07856041938066483
1,0,480,0.08862079679965973
1,0,500,0.07554850727319717
1,0,520,0.07260888069868088
1,0,540,0.05926910787820816
1,0,560,0.08420781046152115
1,0,580,0.07089255005121231
1,0,600,0.07993333786725998
1,0,620,0.07899110019207001
1,0,640,0.04742185026407242
1,0,660,0.07510533928871155
1,0,680,0.049467552453279495
1,0,700,0.09158753603696823
1,0,720,0.0790969580411911
1,0,740,0.0636989176273346
1,0,760,0.06301689147949219
1,0,780,0.08847568929195404
1,0,800,0.14682850241661072
1,0,820,0.05309579521417618
1,0,840,0.07061751186847687
1,0,860,0.0530407540500164
1,0,880,0.05251116678118706
1,0,900,0.08302722871303558
1,0,920,0.05776391923427582
1,0,940,0.0753478854894638
1,0,960,0.06255990266799927
1,0,980,0.037388090044260025
1,0,1000,0.04264020919799805
1,0,1020,0.05931064113974571
1,0,1040,0.044059399515390396
1,0,1060,0.06544601917266846
1,0,1080,0.05949685722589493
1,0,1100,0.09314494580030441
1,0,1120,0.0670623853802681
1,0,1140,0.041695740073919296
1,0,1160,0.044879551976919174
1,0,1180,0.04934981092810631
1,0,1200,0.07052422314882278
1,0,1220,0.02942081354558468
1,0,1240,0.0658806562423706
1,0,1260,0.0704980418086052
1,0,1280,0.04181387647986412
1,0,1300,0.03744223341345787
1,0,1320,0.04098100587725639
1,0,1340,0.06267733871936798
1,0,1360,0.07224491983652115
1,0,1380,0.03865183889865875
1,0,1400,0.01607382856309414
1,0,1420,0.03609946742653847
1,0,1440,0.027954651042819023
1,0,1460,0.04467971250414848
1,0,1480,0.03597858548164368
1,0,1500,0.03129766881465912
1,0,1520,0.017887812107801437
1,0,1540,0.05027412623167038
1,0,1560,0.04241137206554413
1,0,1580,0.022535037249326706
1,0,1600,0.03577350825071335
1,0,1620,0.025912867859005928
1,0,1640,0.019287042319774628
1,0,1660,0.03246885910630226
1,0,1680,0.030718259513378143
1,0,1700,0.038801923394203186
1,0,1720,0.016810685396194458
1,0,1740,0.031955670565366745
1,0,1760,0.018820704892277718
1,0,1780,0.014203590340912342
1,0,1800,0.020963946357369423
1,0,1820,0.015117491595447063
1,0,1840,0.06390752643346786
1,0,1860,0.00949825905263424
1,0,1880,0.02803752012550831
1,0,1900,0.025846220552921295
1,0,1920,0.009588666260242462
1,0,1940,0.05941268056631088
1,0,1960,0.04832250997424126
