epoch,accuracy
1,0.3560316245855649
2,0.8988778372864066
3,0.9878857434327978
4,0.9978321856669217
5,0.9989798520785514
6,0.9993624075490947
7,0.9991073705687324
8,0.9992348890589136
9,0.9988523335883703
10,0.9982147411374649
11,0.9982147411374649
12,0.9987248150981892
13,0.9991073705687324
14,0.9992348890589136
15,0.9992348890589136
16,0.9988523335883703
17,0.9994899260392757
18,0.9993624075490947
19,0.9993624075490947
