epoch,accuracy
1,0.9992348890589136
2,0.9991073705687324
3,0.9992348890589136
4,0.9993624075490947
5,0.9993624075490947
6,0.9992348890589136
7,0.9992348890589136
8,0.9993624075490947
9,0.9992348890589136
10,0.9993624075490947
11,0.9993624075490947
