Fold,Epoch,Training Loss,Validation Loss
1,1,0.07204288778297531,0.027274354782084464
1,2,0.01805184463724472,0.011284960899679862
1,3,0.009273434152437764,0.004024102498793719
1,4,0.006336169986589538,0.00278797804892334
1,5,0.0049460875644737595,0.003304124338354071
1,6,0.003488734050446708,0.004353067391208722
1,7,0.0036850294283179486,0.004331720406935902
1,8,0.002820984068673455,0.003689672398447301
1,9,0.002530746732226314,0.004372548073434254
