Epoch,Batch,Training Loss
1,25,0.6899499893188477
1,50,0.6767955422401428
1,75,0.6642866134643555
1,100,0.6484723091125488
1,125,0.6274813413619995
1,150,0.6048204898834229
1,175,0.5781511664390564
1,200,0.5519258975982666
1,225,0.5224996209144592
1,250,0.49779966473579407
1,275,0.475920170545578
1,300,0.444412499666214
1,325,0.42140063643455505
1,350,0.41136524081230164
1,375,0.384413480758667
1,400,0.3595566749572754
1,425,0.34550586342811584
1,450,0.33178532123565674
1,475,0.30676835775375366
2,25,0.2917864918708801
2,50,0.2791939973831177
2,75,0.2680789828300476
2,100,0.2642710506916046
2,125,0.24623365700244904
2,150,0.23530401289463043
2,175,0.2296556830406189
2,200,0.22608302533626556
2,225,0.2278914749622345
2,250,0.20875509083271027
2,275,0.2048589140176773
2,300,0.20070599019527435
2,325,0.19330470263957977
2,350,0.186761274933815
2,375,0.19122780859470367
2,400,0.18410956859588623
2,425,0.1819998323917389
2,450,0.17025335133075714
2,475,0.17303884029388428
3,25,0.15739773213863373
3,50,0.15406008064746857
3,75,0.15350383520126343
3,100,0.15642203390598297
3,125,0.1430893838405609
3,150,0.1437763124704361
3,175,0.14124725759029388
3,200,0.14285604655742645
3,225,0.1502048820257187
3,250,0.1293230950832367
3,275,0.12786515057086945
3,300,0.1306004673242569
3,325,0.12720094621181488
3,350,0.12537916004657745
3,375,0.12275457382202148
3,400,0.12977388501167297
3,425,0.12249799817800522
3,450,0.1209542453289032
3,475,0.11630530655384064
4,25,0.11152467131614685
4,50,0.11647937446832657
4,75,0.10818413645029068
4,100,0.10909382998943329
4,125,0.10492951422929764
4,150,0.10332378000020981
4,175,0.10494861751794815
4,200,0.11111841350793839
4,225,0.1063784584403038
4,250,0.10016291588544846
4,275,0.10193561762571335
4,300,0.09825053066015244
4,325,0.0989498719573021
4,350,0.0942218229174614
4,375,0.0942193865776062
4,400,0.098031185567379
4,425,0.0921289399266243
4,450,0.09050770848989487
4,475,0.08807428181171417
5,25,0.08797933161258698
5,50,0.08729631453752518
5,75,0.08710625767707825
5,100,0.0883864089846611
5,125,0.08241119980812073
5,150,0.08506302535533905
5,175,0.08722175657749176
5,200,0.08377763628959656
5,225,0.07754886150360107
5,250,0.07719292491674423
5,275,0.07386958599090576
5,300,0.07785336673259735
5,325,0.07784133404493332
5,350,0.07355158030986786
5,375,0.07433033734560013
5,400,0.07707954943180084
5,425,0.07114866375923157
5,450,0.07412167638540268
5,475,0.06559554487466812
6,25,0.07214967906475067
6,50,0.07369455695152283
6,75,0.0701403096318245
6,100,0.06840269267559052
6,125,0.06641509383916855
6,150,0.06586910039186478
6,175,0.06302931904792786
6,200,0.06020340695977211
6,225,0.059659797698259354
6,250,0.0641302838921547
6,275,0.057627975940704346
6,300,0.06453634053468704
6,325,0.058267742395401
6,350,0.05762367323040962
6,375,0.05767626687884331
6,400,0.0512368343770504
6,425,0.06246333196759224
6,450,0.06196296960115433
6,475,0.051159441471099854
7,25,0.05629914253950119
7,50,0.04695212468504906
7,75,0.05019646883010864
7,100,0.0518292561173439
7,125,0.049542710185050964
7,150,0.04794560372829437
7,175,0.047285422682762146
7,200,0.04508271440863609
7,225,0.04394279420375824
7,250,0.04691558703780174
7,275,0.05170470476150513
7,300,0.04466839134693146
7,325,0.04168378934264183
7,350,0.04249154403805733
7,375,0.048590511083602905
7,400,0.04348114877939224
7,425,0.04369448870420456
7,450,0.042687803506851196
7,475,0.04322512820363045
8,25,0.04232334345579147
8,50,0.044116128236055374
8,75,0.044161874800920486
8,100,0.0363682359457016
8,125,0.04409755766391754
8,150,0.042306408286094666
8,175,0.038377873599529266
8,200,0.038082148879766464
8,225,0.034496258944272995
8,250,0.03643006458878517
8,275,0.03923911228775978
8,300,0.03784429654479027
8,325,0.03349970653653145
8,350,0.0343242846429348
8,375,0.03412320837378502
8,400,0.031575050204992294
8,425,0.0410119853913784
8,450,0.03187384828925133
8,475,0.02963363006711006
9,25,0.03409464284777641
9,50,0.027878394350409508
9,75,0.03516746684908867
9,100,0.029225707054138184
9,125,0.030927980318665504
9,150,0.02837660163640976
9,175,0.026577817276120186
9,200,0.03244982287287712
9,225,0.028994543477892876
9,250,0.025777634233236313
9,275,0.02664005756378174
9,300,0.025817932561039925
9,325,0.023845257237553596
9,350,0.030997896566987038
9,375,0.02636350877583027
9,400,0.027424823492765427
9,425,0.03145663067698479
9,450,0.02640673704445362
9,475,0.027544386684894562
10,25,0.024602681398391724
