Epoch,Training Loss,Validation Loss
1,0.8388165748790058,0.020985293149100085
2,0.006843438995584785,0.006741487345378089
3,0.001654291879945262,0.005346331625184938
4,0.0007171187986801862,0.004360521991634969
5,0.00038299396748620404,0.004892653721996121
6,0.00022642706962332676,0.006042944645978571
7,0.00012170918966734084,0.005007297136431382
8,7.079741008129956e-05,0.0050290539354721
9,4.73902318789351e-05,0.00507375476004606
