Epoch,Training Loss,Validation Loss
1,0.46758654799175786,0.15731570975688414
2,0.23833289903317353,0.15315855539790013
3,0.23561588633054387,0.15690052186752237
4,0.23220401439794894,0.1469337288441697
5,0.23141285856757046,0.15932618096713128
6,0.2322130740379304,0.15209052275593687
7,0.23055166353200338,0.14837512352723417
8,0.23012488759682342,0.1502991932618424
9,0.22869526783797262,0.14900301301442995
